"stock_code","description","gross_sales_value","units_sold"
"23044","PAPER LANTERN 9 POINT HOLLY STAR S",348.59,83
"84924A","WAKE UP COCKEREL CALENDAR SIGN",348.59,81
"21421","PORCELAIN ROSE LARGE",348.43,299
"21001","ROSE DU SUD WASHBAG",348.19,73
"21222","SET/4 BADGES BEETLES",348.19,265
"23057","GEMSTONE CHANDELIER T-LIGHT HOLDER",347.7,78
"20652","BLUE POLKADOT LUGGAGE TAG",346.86,265
"84563B","BLUE & WHITE BREAKFAST TRAY",346.3,94
"20700","GREEN CAT FLORAL CUSHION COVER",345.17,73
"47591B","SCOTTIES CHILDRENS APRON",344.79,209
"84849A","HELLO SAILOR BLUE SOAP HOLDER",344.34,180
"22104","MIRROR MOSAIC CANDLE PLATE",343.71,288
"90149","SILVER FLOWR PINK SHELL NECKLACE",342.76,53
"85129D","BEADED CRYSTAL HEART PINK SMALL",342.74,207
"47559b","TEA TIME OVEN GLOVE",342.65,103
"84766","SILVER ROCOCO CANDLE STICK",340.7,146
"84631","FRUIT TREE AND BIRDS WALL PLAQUE",340.58,40
"23523","WALL ART TREASURE AHOY",340.35,90
"21221","SET/4 BADGES CUTE CREATURES",340.22,261
"22547","MINI JIGSAW DINOSAUR",338.23,809
"21167","WHITE SAGE INCENSE",337.14,1432
"23127","DOLLCRAFT GIRL NICOLE",336.6,68
"72122","COFFEE SCENT PILLAR CANDLE",335.79,324
"71270","PHOTO CLIP LINE",334.98,236
"85230B","CINNAMON SCENTED VOTIVE CANDLE",333.2,1288
"22259","FELT FARM ANIMAL HEN",332.84,481
"84952B","BLACK LOVE BIRD T-LIGHT HOLDER",332.14,186
"84638","SMALL KITCHEN FLOWER POTS PLAQUE",331.5,50
"21248","DOOR HANGER  MUM + DADS ROOM",330.72,205
"85213","MINI  ZINC GARDEN DECORATIONS",330.55,829
"90200A","PURPLE SWEETHEART BRACELET",328.44,78
"82001s","VINYL RECORD FRAME SILVER",328.24,44
"84926E","FLOWERS TILE COASTER",327.8,968
"23236","DOILEY BISCUIT TIN",327.6,120
"16259","PIECE OF CAMO STATIONERY SET",326.56,3380
"84708B","PINK JEWELLED PHOTO FRAME",326.35,62
"85204","HANGING WOOD AND FELT FLOWER",325.36,2050
"23037","CANDLE HOLDER SILVER MADELINE",325.16,196
"23478","WOODLAND LARGE PINK FELT HEART",324.4,285
"90147","CHUNKY SILVER NECKLACE PASTEL FLOWE",324.01,32
"23521","CAT AND BIRD WALL ART",323.64,270
"85205B","PINK FELT EASTER RABBIT GARLAND",323.15,122
"84509c","SET OF 4 POLKADOT PLACEMATS",322.22,43
"21403","BLUE EGG  SPOON",322.18,1857
"16238","PARTY TIME PENCIL ERASERS",321.67,1396
"22092","BLUE PAISLEY TISSUE BOX",321.4,670
"23205","CHARLOTTE BAG ALPHABET  DESIGN",320.5,400
"21425","SKULLS STORAGE BOX LARGE",320.49,87
"16236","KITTY PENCIL ERASERS",320.09,1438
"21371","MIRRORED WALL ART POPPIES",319.71,287
"20936","FORKED CACTUS CANDLE",319.66,100
"22202","MILK PAN PINK POLKADOT",319.35,64
"22287","DECORATION WOBBLY CHICKEN",319.14,560
"90161D","ANT COPPER PINK BOUDICCA BRACELET",318.89,64
"72586","SET OF 6 HALLOWEEN GHOST T-LIGHTS",317.83,691
"84884a","ANT WHITE WIRE HEART SPIRAL",317.72,38
"84931A","PINK SCOTTIE DOG W FLOWER PATTERN",317.44,133
"46118","FUNKY MONKEY CUSHION COVER",317.17,232
"22765","NEWSPAPER STAND",316.95,27
"85170B","SET/6 BLACK BIRD T-LIGHT CANDLES",316.75,215
"35915C","PEACH KNITTED HEN",316.46,315
"84876B","GREEN HEART COMPACT MIRROR",315.81,218
"21026","SPACE OWL",315.75,255
"90198A","VINTAGE ROSE BEAD BRACELET RASPBERR",315.73,75
"47594B","SCOTTIES DESIGN WASHBAG",314.55,170
"84584","PINK GINGHAM CAT WITH SCARF",314.51,144
"17084N","FAIRY DREAMS INCENSE",313.31,1264
"23695","DOILY THANK YOU CARD",313.24,741
"85202","HANGING WOOD AND FELT HEART",313.13,672
"85014b","RED RETROSPOT UMBRELLA",313.06,25
"21942","SKULLS DESIGN FLANNEL",313.01,287
"23130","MISELTOE HEART WREATH",312.8,80
"21375","LARGE CAMPHOR WOOD FIELD MUSHROOM",312.77,41
"20780","BLACK EAR MUFF HEADPHONES",312.7,47
"84358","FLOOR LAMP SHADE WOOD BASE",312.7,33
"21841","BABY MOUSE RED GINGHAM DRESS",310.25,73
"21944","KITTENS DESIGN FLANNEL",310.19,337
"47021G","SET/6 BEAD COASTERS GAUZE BAG GOLD",309.3,582
"21442","GREEN BIRDHOUSE DECORATION",307.94,437
"21811","CHRISTMAS HANGING HEART WITH BELL",307.6,231
"21719","LOVELY BONBON STICKER SHEET",307.44,345
"23495","SET OF 3 PANTRY WOODEN SPOONS",306.66,225
"22124","SET OF 2 TEA TOWELS PING MICROWAVE",306.16,149
"22040","BOTANICAL ROSE GIFT WRAP",304.5,725
"22043","CHRISTMAS CARD SCREEN PRINT",304.5,1238
"23131","MISELTOE HEART WREATH WHITE",304.5,78
"22965","3 TRADITIONAL COOKIE CUTTERS  SET",304.2,162
"22641","SET OF 4 NAPKIN CHARMS INSTRUMENT",303.73,139
"23430","BLUE RETRO KITCHEN WALL CLOCK",301.88,36
"23522","WALL ART DOG AND BALL",301.56,102
"35912B","WHITE/PINK CHICK DECORATION",301.26,252
"84661B","BLACK SQUARE TABLE CLOCK",300.24,115
"22409","MONEY BOX BISCUITS DESIGN",299.72,228
"21761","WOOD AND GLASS MEDICINE CABINET",299.5,10
"23440","PAINT YOUR OWN EGGS IN CRATE",299.36,164
"20897","VINTAGE NOTEBOOK PARIS DAYS",298.27,107
"90184B","AMETHYST CHUNKY BEAD BRACELET W STR",297.94,33
"22135","MINI LADLE LOVE HEART PINK",297.4,528
"84596J","MIXED NUTS LIGHT GREEN BOWL",296.45,568
"23126","DOLLCRAFT GIRL AMELIE KIT",294.7,66
"20655","QUEEN OF SKIES LUGGAGE TAG",292.29,197
"35911A","MULTICOLOUR RABBIT EGG WARMER",292.07,319
"21441","BLUE BIRDHOUSE DECORATION",292.03,421
"23567","EGG CUP HENRIETTA HEN PINK",291.58,211
"22049","WRAP CHRISTMAS SCREEN PRINT",291.5,1050
"23410","CURIO CABINET LINEN AND LACE",290.1,36
"20725","LUNCH BAG RED SPOTTY",290,200
"16015","MEDIUM CHINESE STYLE SCISSOR",289.98,662
"85024B","EAU DE NILE JEWELLED PHOTOFRAME",289.65,193
"21503","TOYBOX  WRAP",288.92,726
"23015","CORDIAL GLASS JUG",288.88,34
"46776E","WOVEN CANDY CUSHION COVER",288.43,67
"79190B","RETRO PLASTIC POLKA TRAY",288.36,707
"23047","PAPER LANTERN 5 POINT SEQUIN STAR",287.5,50
"20618","QUEEN OF THE SKIES PASSPORT COVER",286.39,148
"72800B","4 PURPLE FLOCK DINNER CANDLES",285.7,142
"21386","IVORY HANGING DECORATION  EGG",285.64,709
"84997d","PINK 3 PIECE POLKADOT CUTLERY SET",285.46,34
"37413","ICON MUG REVOLUTIONARY",284.49,703
"71403","PINK/WHITE ""KEEP CLEAN"" BULLET BIN",283.96,76
"18094C","WHITE AND BLUE CERAMIC OIL BURNER",283.93,192
"84247E","PACK OF 12 CHRISTMAS FUN CARDS",283.79,106
"21666","RIDGED GLASS T-LIGHT HOLDER",283.51,412
"16218","CARTOON  PENCIL SHARPENERS",283.31,3821
"20794","BLUE  TILE HOOK",282.79,99
"20777","CHRYSANTHEMUM NOTEBOOK",282.49,169
"84341B","SMALL PINK MAGIC CHRISTMAS TREE",282.38,645
"84872a","TEATIME FUNKY FLOWER BACKPACK FOR 2",282.15,26
"23481","PEARLISED IVORY HEART SMALL",281.17,228
"22257","FELT FARM ANIMAL SHEEP",280.42,373
"71101E","STANDING FAIRY POLE SUPPORT",278.5,346
"85188A","GREEN METAL SWINGING BUNNY",278.17,319
"21725","SWEETIES  STICKERS",277.24,301
"16169M","WRAP DAISY CARPET",277.2,660
"23413","DECORATIVE VINTAGE COFFEE  BOX",277,52
"21293","MIRRORED DOVE WALL DECORATION",276.72,116
"84926D","LA PALMIERA TILE COASTER",276.53,709
"85049g","CHOCOLATE BOX RIBBONS",276.42,113
"23137","ZINC WIRE SWEETHEART LETTER TRAY",275.62,83
"21250","SET OF SKULL WALL STICKERS",274.37,95
"85186A","EASTER BUNNY GARLAND OF FLOWERS",273.64,567
"22052","VINTAGE CARAVAN GIFT WRAP",273,650
"84859A","SILVER DISCO HANDBAG",272.99,129
"23141","TRIPLE WIRE HOOK PINK HEART",272.91,79
"23203","JUMBO BAG VINTAGE DOILEY",272.57,144
"20734","SILVER MINI TAPE MEASURE",271.22,158
"20755","BLUE PAISLEY POCKET BOOK",271.17,306
"85214","TUB 24 PINK FLOWER PEGS",271.04,164
"23474","WOODLAND SMALL BLUE FELT HEART",270.96,312
"85019C","CURIOUS  IMAGES NOTEBOOK SET",270.72,182
"20684","STRAWBERRY DREAM CHILDS UMBRELLA",270.56,80
"21815","STAR  T-LIGHT HOLDER",270.23,158
"21275","ZINC TOP  2 DOOR WOODEN SHELF",270.08,13
"35001W","HAND OPEN SHAPE DECO.WHITE",270.02,92
"22512","DOORSTOP RACING CAR DESIGN",269.71,122
"85186C","BUNNY EGG GARLAND",269.17,528
"21785","RAIN PONCHO",268.76,411
"21644","ASSORTED TUTTI FRUTTI HEART BOX",268.75,215
"21332","MOROCCAN BEATEN METAL MIRROR",268.1,19
"17013D","ORIGAMI ROSE INCENSE IN TUBE",267.82,535
"17107D","FLOWER FAIRY,5 SUMMER B'DRAW LINERS",267.75,105
"21445","12 PINK ROSE PEG PLACE SETTINGS",267.5,214
"85230E","STRAWBRY SCENTED VOTIVE CANDLE",267.45,1101
"21265","PINK GOOSE FEATHER TREE 60CM",267.21,131
"20771","CHRYSANTHEMUM  JOURNAL",267.13,102
"84795b","SUNSET CHECK HAMMOCK",266.78,16
"79030D","TUMBLER BAROQUE",266.19,525
"21279","VINTAGE KITCHEN PRINT FRUITS",266.15,85
"20699","MOUSEY LONG LEGS SOFT TOY",266.03,97
"23489","GARLAND, VINTAGE BELLS",265.88,92
"85039C","S/4 BLACK MINI ROSE CANDLE IN BOWL",265.77,305
"90160A","PURPLE BOUDICCA LARGE BRACELET",264.94,38
"23476","WOODLAND LARGE RED FELT HEART",264.72,205
"90160D","PINK BOUDICCA LARGE BRACELET",264.7,38
"84952A","CLEAR LOVE BIRD T-LIGHT HOLDER",264.47,92
"85124B","BLUE JUICY FRUIT PHOTO FRAME",264.06,93
"22889","NUMBER TILE VINTAGE FONT No",263.8,169
"18098c","PORCELAIN BUTTERFLY OIL BURNER",263.12,52
"85124C","GREEN JUICY FRUIT PHOTO FRAME",261.89,94
"23194","GYMKHANNA TREASURE BOOK BOX",261.84,120
"84858C","PINK RIVIERA HANDBAG",261.68,186
"79337","BLUE FLOCK GLASS CANDLEHOLDER",259.96,644
"72800C","4 PINK DINNER CANDLE SILVER FLOCK",259.72,130
"21324","HANGING MEDINA LANTERN SMALL",259.67,81
"23032","DOORKNOB CRACKED GLAZE IVORY",258.3,174
"20997","ROSE DU SUD CUSHION COVER",257.61,59
"35915B","BLUE KNITTED HEN",257.22,220
"85230G","ORANGE VOTIVE CANDLE",257.04,1032
"21458","2 PICTURE BOOK EGGS EASTER BUNNY",256.54,182
"78124","MAGAZINE RACK GEBRA ASSORTED",256.5,198
"21427","SKULLS STORAGE BOX SMALL",256.44,96
"16012","FOOD/DRINK SPONGE STICKERS",256.2,1220
"84952C","MIRROR LOVE BIRD T-LIGHT HOLDER",255,144
"21269","ANTIQUE CREAM CUTLERY SHELF",254.98,29
"21547","CERAMIC BIRDHOUSE CRESTED TIT SMALL",253.53,79
"48173c","DOORMAT BLACK FLOCK",252.95,15
"90201B","BLACK ENAMEL FLOWER RING",252.9,86
"35967","FOLK ART METAL STAR T-LIGHT HOLDER",252.33,485
"23149","ANTIQUE IVORY WIRE BOWL SMALL",251.45,99
"21882","SKULLS TAPE",251.17,704
"22164","STRING OF STARS CARD HOLDER",250.22,78
"85071D","CHARLIE+LOLA MY ROOM DOOR SIGN",249.49,403
"22812","PACK 3 BOXES CHRISTMAS PANETTONE",248.48,76
"22410","MONEY BOX HOUSEKEEPING DESIGN",247.42,237
"23168","CLASSIC SUGAR DISPENSER",247.32,216
"84678","CLASSICAL ROSE SMALL VASE",247.04,142
"20659","ECONOMY LUGGAGE TAG",246.84,158
"21379","CAMPHOR WOOD PORTOBELLO MUSHROOM",246.83,178
"47422","ASSORTED MONKEY SUCTION CUP HOOK",246.18,617
"22869","NUMBER TILE COTTAGE GARDEN 1",246.14,96
"90175A","WHITE GLASS CHUNKY CHARM BRACELET",245.63,27
"22391","PAPERWEIGHT HOME SWEET HOME",245.58,158
"21676","FLOWERS  STICKERS",245.36,257
"21190","PINK HEARTS PAPER GARLAND",245.2,168
"20819","SILVER TEDDY BEAR",244.72,64
"90143","SILVER BRACELET W PASTEL FLOWER",244.68,32
"84422","PINK/BLUE DISC/MIRROR STRING",244.17,566
"20616","CHERRY BLOSSOM PASSPORT COVER",243.53,194
"85095","THREE CANVAS LUGGAGE TAGS",243.49,150
"23475","WOODLAND SMALL PINK FELT HEART",242.18,286
"85094","CANDY SPOT EGG WARMER RABBIT",242.13,640
"22954","HEN PARTY CORDON BARRIER TAPE",241.38,197
"84592","CROCHET ROSE PURSE WITH SUEDE BACK",241.24,76
"22870","NUMBER TILE COTTAGE GARDEN 2",240.29,93
"23143","ZINC WIRE KITCHEN ORGANISER",239.97,30
"21028","NINJA RABBIT BLACK",239.24,187
"47469","ASSORTED SHAPES PHOTO CLIP SILVER",238.61,469
"23324","RUSTIC STRAWBERRY JAMPOT LARGE",238.56,120
"23028","DOORKNOB CRACKED GLAZE BLUE",238.5,162
"22137","BATHROOM SET LOVE HEART DESIGN",237.98,82
"72131","COLUMBIAN CANDLE RECTANGLE",236.4,136
"21360","JOY LARGE WOOD LETTERS",236.17,39
"85023B","EAU DE NILE JEWELLED PHOTOFRAME",235.35,105
"23580","SNACK TRAY HAPPY FOREST",234.92,116
"47351B","BLUE  VOILE LAMPSHADE",234.5,86
"16216","LETTER SHAPE PENCIL SHARPENER",234,3333
"20775","DAISY NOTEBOOK",233.54,134
"21025","SPACE FROG",233.52,174
"90058B","CRYSTAL STUD EARRINGS ASSORTED COL",232.56,612
"23036","T-LIGHT HOLDER SILVER PETIT FOUR",232.42,184
"84857C","PINK MONTE CARLO HANDBAG",232.33,98
"85099f","JUMBO BAG STRAWBERRY",232.06,46
"23447","PINK BUNNY EASTER EGG BASKET",231.9,158
"21818","GLITTER CHRISTMAS HEART",231.82,268
"84712B","PINK JEWELLED PHOTO FRAME",231.56,30
"20696","FLORAL SOFT CAR TOY",230.81,54
"22394","PAPERWEIGHT KINGS CHOICE",230.68,168
"21973","SET OF 36 MUSHROOM PAPER DOILIES",230.55,159
"23446","BLUE BUNNY EASTER EGG BASKET",230.25,157
"21161","KEEP OUT BOYS DOOR HANGER",229.92,143
"85040B","SET/4 BLUE FLOWER CANDLES IN BOWL",229.47,137
"85200","BUNNY EGG BOX",228.75,183
"90010E","AMBER GLASS/SILVER BRACELET",227.89,25
"72800D","4 BLUE DINNER CANDLES SILVER FLOCK",226.67,87
"23003","TRAVEL CARD WALLET VINTAGE ROSE",226.2,542
"90201D","GREEN ENAMEL FLOWER RING",225.84,77
"22031","BOTANICAL LAVENDER BIRTHDAY CARD",225.59,504
"21157","RED RETROSPOT WASHBAG",225.5,78
"85014a","BLACK/BLUE POLKADOT UMBRELLA",225.32,18
"22632","HAND WARMER RED POLKA DOT",225,120
"90206C","CRYSTAL DIAMANTE STAR BROOCH",224.73,45
"21647","ASSORTED TUTTI FRUTTI LARGE PURSE",224.7,107
"90158","ST TROPEZ NECKLACE",224.12,45
"21657","MILK BOTTLE WITH GLASS STOPPER",223.46,30
"84218","BOX/12 CHICK & EGG IN BASKET",223.11,123
"21364","PEACE SMALL WOOD LETTERS",222.96,30
"21456","2 PICTURE BOOK EGGS EASTER CHICKS",222.22,171
"84711A","SILVER OVAL SHAPE TRINKET BOX",221.8,25
"22395","PAPERWEIGHT VINTAGE PAISLEY",220.04,152
"20868","SILVER FABRIC MIRROR",219.35,458
"75178","ASSTD COL BUTTERFLY/CRYSTAL W/CHIME",218.87,459
"35914","PINK CHICK EGG WARMER + EGG CUP",218.81,195
"21378","SMALL TALL CAMPHOR WOOD TOADSTOOL",217.89,142
"20847","ZINC HEART LATTICE CHARGER LARGE",217.58,52
"20769","DAISY JOURNAL",217.56,80
"84876D","BLUE HEART COMPACT MIRROR",217.5,128
"21132","SILVER STANDING GNOME",217.36,44
"84559B","3D SHEET OF CAT STICKERS",217.29,237
"47310M","SMALL POP BOX,FUNKY MONKEY",216.47,152
"23360","SET 8 CANDLES VINTAGE DOILEY",216.3,122
"21377","SMALL CAMPHOR WOOD FIELD  MUSHROOM",215.68,121
"84051","ASS COLOUR GLOWING TIARAS",215.21,281
"90120C","GREEN MURANO TWIST BRACELET",215.2,51
"21316","SMALL CHUNKY GLASS ROMAN  BOWL",214.73,159
"21520","BOOZE & WOMEN GREETING CARD",214.19,504
"22882","NUMBER TILE VINTAGE FONT 3",213.7,108
"20781","GOLD EAR MUFF HEADPHONES",212.26,35
"90200C","BLUE SWEETHEART BRACELET",211.43,50
"84510C","SET OF 4 POLKADOT COASTERS",211.33,132
"72127","COLUMBIAN CANDLE ROUND",210.61,169
"84877B","GREEN ROUND COMPACT MIRROR",210.56,144
"84707B","PINK JEWELLED MIRROR TRINKET TRAY",210.55,34
"84926A","WAKE UP COCKEREL TILE COASTER",210.52,604
"90175D","TIGRIS EYE CHUNKY CHARM BRACELET",210.04,23
"22896","PEG BAG APPLE DESIGN",210,100
"90160B","RED BOUDICCA LARGE BRACELET",209.73,30
"20622","VIPPASSPORT COVER",209.66,142
"90192","JADE DROP EARRINGS W FILIGREE",209.1,42
"21750","LARGE SKULL WINDMILL",207.51,90
"16048","TEATIME ROUND PENCIL SHARPENER",205.3,1460
"90119","METALIC LEAVES BAG CHARMS",205.06,83
"20763","DAISY SKETCHBOOK",205.04,73
"79051A","SMOKEY GREY COLOUR D.O.F. GLASS",204.79,587
"21726","MULTI HEARTS  STICKERS",204.69,237
"22878","NUMBER TILE COTTAGE GARDEN No",204.19,75
"84875B","GREEN SQUARE COMPACT MIRROR",203.51,131
"85230A","OPIUM SCENTED VOTIVE CANDLE",203.28,840
"21911","GARDEN METAL SIGN",203.21,114
"84688","BEACH HUT DESIGN BLACKBOARD",203.07,41
"90201A","PURPLE ENAMEL FLOWER RING",202.51,69
"22541","MINI JIGSAW LEAP FROG",201.95,503
"85179C","PINK BITTY LIGHT CHAIN",201.31,106
"84968e","SET OF 16 VINTAGE BLACK CUTLERY",200.21,8
"47594A","CAROUSEL DESIGN WASHBAG",199.84,108
"22038","BOTANICAL LAVENDER GIFT WRAP",199.5,475
"21367","MIRRORED WALL ART GENTS",199.49,171
"21651","HANGING GLASS ETCHED TEALIGHT",198.57,127
"22881","NUMBER TILE VINTAGE FONT 2",197.56,102
"84828","JUNGLE POPSICLES ICE LOLLY HOLDERS",197.49,139
"47578A","ENGLISH ROSE SMALL SCENTED FLOWER",197.43,213
"90019A","SILVER M.O.P ORBIT BRACELET",197.09,38
"22880","NUMBER TILE VINTAGE FONT 1",196.69,97
"22044","CHRISTMAS CARD STACK OF PRESENTS",196.44,816
"22263","FELT EGG COSY LADYBIRD",195.97,326
"90013A","MIDNIGHT BLUE VINTAGE EARRINGS",195.32,52
"84926F","PSYCHEDELIC TILE COASTER",195.22,430
"20617","FIRST CLASS PASSPORT COVER",194.94,93
"23697","A PRETTY THANK YOU CARD",194.58,456
"22884","NUMBER TILE VINTAGE FONT 5",194.05,99
"20654","FIRST CLASS LUGGAGE TAG",193.59,152
"22289","HANGING METAL CHICKEN DECORATION",193.52,148
"90018A","SILVER M.O.P ORBIT DROP EARRINGS",193.33,46
"90082A","DIAMANTE BOW BROOCH GREEN COLOUR",193.2,30
"21376","LARGE  TALL CAMPHOR WOOD TOADSTOOL",192.81,33
"21306","SET/4 DAISY MIRROR MAGNETS",192.74,494
"84910A","PINK PAISLEY CUSHION COVER",192.14,26
"22883","NUMBER TILE VINTAGE FONT 4",191.48,100
"85045","GREEN CHRISTMAS TREE STRING 20LIGHT",191.1,42
"90030B","RED KUKUI COCONUT SEED NECKLACE",190.73,122
"90184C","BLACK CHUNKY BEAD BRACELET W STRAP",190.52,21
"47471","RAINBOW PEGS PHOTO CLIP STRING",189.88,290
"21418","STARFISH SOAP DISH",189.75,74
"21196","ROUND WHITE CONFETTI IN TUBE",189.68,108
"23229","DONKEY TAIL GAME",189.54,54
"21807","WHITE CHRISTMAS STAR DECORATION",189,438
"85020","ROUND PINK HEART MIRROR",188.81,85
"84804B","BLUE DELPHINIUM ARTIFICIAL FLOWER",188.37,99
"21027","NINJA RABBIT PINK",187.79,167
"20694","FLORAL PINK MONSTER",187.54,43
"84711B","PINK OVAL SHAPE TRINKET BOX",186.64,20
"84535A","ENGLISH ROSE NOTEBOOK A6 SIZE",186.56,399
"21402","RED  EGG  SPOON",185.52,1369
"90201C","RED ENAMEL FLOWER RING",185.42,63
"78033","FLAG OF ST GEORGE CHAIR",185.3,38
"21826","EIGHT PIECE DINOSAUR SET",185.18,125
"23436","GIFT BAG LARGE VINTAGE CHRISTMAS",185,148
"72801d","4 SKY BLUE DINNER CANDLES",184.7,75
"23416","CHAMBRE HOOK",184.68,132
"90016B","GOLD/M.O.P PENDANT ORBIT NECKLACE",184.66,22
"85055","FRENCH ENAMEL UTENSIL HOLDER",183.71,45
"84509E","SET OF 4 CAROUSEL PLACEMATS",183.45,91
"84927F","PSYCHEDELIC TILE HOOK",182.95,299
"84429A","MEDIUM PINK BUDDHA HEAD",182.5,54
"79030G","TUMBLER, NEW ENGLAND",182.3,142
"71143","SILVER BOOK MARK WITH BEADS",182.25,161
"22032","BOTANICAL LILY GREETING CARD",181.98,427
"21311","SET/4 BIRD MIRROR MAGNETS",181.33,459
"84907","PINK YELLOW PATCH CUSHION COVER",180.93,29
"85215","ASSORTED CHEESE FRIDGE MAGNETS",180.71,223
"72801C","4 ROSE PINK DINNER CANDLES",180.65,145
"84804A","CREAM DELPHINIUM ARTIFICIAL FLOWER",180.58,70
"84859C","PINK DISCO HANDBAG",180.52,84
"22157","ANGEL DECORATION WITH LACE PADDED",180.2,212
"21721","CANDY SHOP  STICKER SHEET",179.46,195
"79190A","RETRO PLASTIC 70'S TRAY",179.36,384
"40003","WHITE BAMBOO RIBS LAMPSHADE",179.23,155
"16258A","SWIRLY CIRCULAR RUBBERS IN BAG",178.97,472
"21847","GREEN  DIAMANTE PEN IN GIFT BOX",178.89,76
"85131C","BEADED CRYSTAL HEART BLUE ON STICK",178.85,193
"85123A","CREAM HANGING HEART T-LIGHT HOLDER",178.51,61
"23126","DOLLCRAFT GIRL AMELIE",178.2,36
"22872","NUMBER TILE COTTAGE GARDEN 4",177.46,72
"84685","BEACH HUT KEY CABINET",177.33,34
"21319","GLASS CHALICE GREEN  SMALL",175.78,161
"84507C","BLUE CIRCLES DESIGN MONKEY DOLL",175.73,66
"gift_0001_30","Dotcomgiftshop Gift Voucher £30.00",175.53,7
"85211","S/4 GROOVY CAT MAGNETS",175.16,149
"22764","RUSTIC WOODEN CABINET, GLASS DOORS",174.77,5
"90197B","BLACK GLASS BRACELET W HEART CHARMS",174.73,35
"84691","PACK 20 DOLLY PEGS",174.5,242
"84800M","MEDIUM WHITE/PINK ROSE ART FLOWER",174.31,127
"35810B","ENAMEL BLUE RIM COFFEE CONTAINER",174.09,152
"84905","PINK BUTTERFLY CUSHION COVER",173.48,35
"44235","ASS COL CIRCLE MOBILE",173.16,474
"16168M","FUNKY MONKEY GIFT BAG MEDIUM",173.12,371
"22885","NUMBER TILE VINTAGE FONT 6",172.78,96
"82011C","BATHROOM SCALES FOOTPRINTS IN SAND",172.05,51
"84963A","PINK PAINTED KASHMIRI CHAIR",171.8,4
"47481","50CM METAL STRING WITH  7 CLIPS",171.79,225
"62086A","PINK RETRO BIG FLOWER BAG",171.6,88
"85146","JARDIN ETCHED GLASS SMALL BELL JAR",171.11,45
"21763","VINTAGE WOODEN BAR STOOL",169.75,6
"85129B","BEADED CRYSTAL HEART GREEN SMALL",168.59,119
"22042","CHRISTMAS CARD SINGING ANGEL",168.33,399
"21333","CLASSIC WHITE FRAME",168.16,56
"90145","SILVER HOOP EARRINGS WITH FLOWER",168,28
"84661A","WHITE SQUARE TABLE CLOCK",167.79,104
"gift_0001_50","Dotcomgiftshop Gift Voucher £50.00",167.56,4
"90010A","MIDNIGHT BLUE GLASS/SILVER BRACELET",167.3,18
"gift_0001_20","Dotcomgiftshop Gift Voucher £20.00",167.05,10
"21457","2 PICTURE BOOK EGGS EASTER DUCKS",165.89,124
"21280","VINTAGE KITCHEN PRINT VEGETABLES",165.75,65
"21331","MOROCCAN BEATEN METAL DISH LARGE",165.74,12
"72225C","LAVENDER SCENT CAKE CANDLE",165.6,624
"23694","PAISLEY PARK CARD",165.08,376
"BANK CHARGES","Bank Charges",165.001,12
"22538","MINI JIGSAW GO TO THE FAIR",164.42,402
"21698","MOCK LOBSTER FRIDGE MAGNET",164.17,296
"90120B","BLUE MURANO TWIST BRACELET",164.12,39
"90191","SILVER LARIAT 40CM",163.82,26
"90209A","PURPLE ENAMEL+GLASS HAIR COMB",163.8,84
"85145","JARDIN ETCHED GLASS LARGE BELL JAR",163.75,37
"22871","NUMBER TILE COTTAGE GARDEN 3",163.35,67
"16207A","PINK STRAWBERRY HANDBAG",163.1,60
"90014A","SILVER/MOP ORBIT NECKLACE",162.79,16
"22408","MONEY BOX CONFECTIONERY DESIGN",162.44,145
"21100","CHARLIE AND LOLA CHARLOTTE BAG",162.21,65
"84683","CLASSICAL ROSE CANDLESTAND",162.2,194
"85114a","BLACK ENCHANTED FOREST PLACEMAT",161.7,49
"21369","MIRRORED WALL ART SPLODGES",161.49,101
"85027L","FRENCH CHATEAU LARGE PLATTER",160.5,70
"84799","SPRIG LAVENDER ARTIFICIAL FLOWER",160.48,224
"21344","MOROCCAN BEATEN METAL DISH",160.09,15
"23305","SET 4 PICNIC CUTLERY BLUEBERRY",159.9,82
"21030","SPACE CADET RED",159.7,131
"84993A","75 GREEN PETIT FOUR CASES",159.69,343
"23545","WRAP RED DOILEY",159.6,380
"90082B","DIAMANTE BOW BROOCH RED COLOUR",158.75,25
"84247G","DECOUPAGE,GREETING CARD,",158.63,357
"84997c","BLUE 3 PIECE POLKADOT CUTLERY SET",158.23,19
"90013C","GREEN VINTAGE EARRINGS",158.08,39
"17038","PORCELAIN BUDAH INCENSE HOLDER",158.06,1525
"16156L","WRAP CAROUSEL",157.5,375
"23417","BATHROOM HOOK",157.5,146
"90134","OLD ROSE COMBO BEAD NECKLACE",157.5,54
"84882","GREEN WIRE STANDING CANDLE HOLDER",157.34,38
"35649","VINTAGE BEAD COSMETIC BAG",156.85,57
"23468","TUSCAN VILLA BIRD TABLE",156.75,19
"84673B","BLUE FLY SWAT",156.63,179
"21349","IVY HEART WREATH",155.6,18
"84508C","BLUE CIRCLES DESIGN TEDDY",154.95,56
"44234","ASSORTED CIRCULAR MOBILE",154.77,693
"84595E","LARGE TORTILLA DESIGN RED BOWL",154.68,78
"23496","PANTRY KITCHEN THERMOMETER",154.52,112
